estu_consecutivo_sb11,periodo_sb11,estu_consecutivo_sbpro,periodo_sbpro
SB11201320016631,20132,EK201830026721,20183
SB11201320140466,20132,EK201830026725,20183
SB11201220329250,20122,EK201830026726,20183
SB11201220320401,20122,EK201830026727,20183
SB11201220348937,20122,EK201830026766,20183
SB11201220327516,20122,EK201830026781,20183
SB1120082159074484,20082,EK201830026782,20183
SB11201420142363,20142,EK201830026783,20183
SB11201320193675,20132,EK201830026826,20183
SB11201120388156,20112,EK201830026834,20183
SB11201320263475,20132,EK201830026864,20183
SB11201020280729,20102,EK201830026872,20183
SB11201320328388,20132,EK201830026885,20183
SB11201120346217,20112,EK201830026908,20183
SB11201320438316,20132,EK201830026916,20183
SB11201320006525,20132,EK201830026932,20183
SB11201220327894,20122,EK201830026942,20183
SB11201120040947,20112,EK201830026944,20183
SB11201420150771,20142,EK201830027073,20183
SB1120072151283968,20072,EK201830027105,20183
SB1120092037024779,20092,EK201830027214,20183
SB11201220304054,20122,EK201830027264,20183
SB11201320070658,20132,EK201830027268,20183
SB11201010061280,20101,EK201830027285,20183
SB11201120317590,20112,EK201830027311,20183
SB1120092029876092,20092,EK201830027334,20183
SB11201020208594,20102,EK201830027342,20183
SB11201020299725,20102,EK201830027356,20183
SB1120072157200797,20072,EK201830027370,20183
SB11201210056152,20121,EK201830027413,20183
SB11201120347222,20112,EK201830027433,20183
SB112002213494715,20022,EK201830027447,20183
SB11201320196882,20132,EK201830027500,20183
SB11201410003194,20141,EK201830027644,20183
SB11201320148616,20132,EK201830027652,20183
SB11201220170914,20122,EK201830027788,20183
SB11201410018345,20141,EK201830027811,20183
SB11201320210966,20132,EK201830027841,20183
SB1120011078473689,20011,EK201830027847,20183
SB11201320497149,20132,EK201830027905,20183
SB11201220401384,20122,EK201830027928,20183
SB11201220077427,20122,EK201830027945,20183
SB11201310002898,20131,EK201830027946,20183
SB11201410069863,20141,EK201830027957,20183
SB11201310022884,20131,EK201830027992,20183
SB11201320431563,20132,EK201830028024,20183
SB11201420290897,20142,EK201830028051,20183
SB11201320248069,20132,EK201830028065,20183
SB11201310012812,20131,EK201830028504,20183
SB11201320196042,20132,EK201830028705,20183
SB11201020484775,20102,EK201830028738,20183
SB11201220326820,20122,EK201830028880,20183
SB11201220398260,20122,EK201830029059,20183
SB1120052583090630,20052,EK201830029063,20183
SB11201320142108,20132,EK201830029079,20183
SB11201320571296,20132,EK201830029125,20183
SB11201320506163,20132,EK201830029129,20183
SB11201320118380,20132,EK201830029228,20183
SB11201320581862,20132,EK201830029234,20183
SB11201320185002,20132,EK201830029238,20183
SB1120082135733467,20082,EK201830029243,20183
SB1120062340975284,20062,EK201830029248,20183
SB1120082116789968,20082,EK201830029253,20183
SB11201020366223,20102,EK201830029264,20183
SB112009206475114,20092,EK201830029792,20183
SB11201120318386,20112,EK201830029964,20183
SB11201020173065,20102,EK201830029968,20183
SB11201320497264,20132,EK201830029972,20183
SB11201220333998,20122,EK201830029982,20183
SB11201220533165,20122,EK201830029985,20183
SB1120082108663642,20082,EK201830029993,20183
SB11201220395832,20122,EK201830030001,20183
SB1120082157796439,20082,EK201830030020,20183
SB11201120394268,20112,EK201830030024,20183
SB11201310022798,20131,EK201830030062,20183
SB11201120355664,20112,EK201830030068,20183
SB1120072091087789,20072,EK201830030071,20183
SB1120092182812864,20092,EK201830030080,20183
SB1120062436134115,20062,EK201830030095,20183
SB112004219209582,20042,EK201830030100,20183
SB11201310022957,20131,EK201830030104,20183
SB1120092127141083,20092,EK201830030111,20183
SB11201220340856,20122,EK201830030117,20183
SB1120092321401271,20092,EK201830030126,20183
SB11201310000971,20131,EK201830030180,20183
SB11201220284860,20122,EK201830030185,20183
SB1120062299317899,20062,EK201830030189,20183
SB11201020324007,20102,EK201830030198,20183
SB11201020277089,20102,EK201830030202,20183
SB11201120280065,20112,EK201830030212,20183
SB1120062259535377,20062,EK201830030275,20183
SB1120082041248656,20082,EK201830030300,20183
SB112002212247408,20022,EK201830030315,20183
SB1120092333182464,20092,EK201830030348,20183
SB11201220546733,20122,EK201830030361,20183
SB11201220281210,20122,EK201830030378,20183
SB1120092102788782,20092,EK201830030428,20183
SB11201310021715,20131,EK201830030437,20183
SB1120062123248719,20062,EK201830030451,20183
SB11201220319736,20122,EK201830030459,20183
SB1120032338795875,20032,EK201830030475,20183
SB11201010069479,20101,EK201830030488,20183
SB11201120351620,20112,EK201830030523,20183
SB1120062087262214,20062,EK201830030538,20183
SB11201120350043,20112,EK201830030543,20183
SB11201320251173,20132,EK201830030554,20183
SB11201220329060,20122,EK201830030563,20183
SB11201020282353,20102,EK201830030571,20183
SB1120092503166193,20092,EK201830030579,20183
SB11201220339496,20122,EK201830030640,20183
SB11201120316215,20112,EK201830030643,20183
SB11201010126453,20101,EK201830030655,20183
SB1120042192937135,20042,EK201830030658,20183
SB1120052650680231,20052,EK201830030665,20183
SB11201020500414,20102,EK201830030672,20183
SB11201120287881,20112,EK201830030874,20183
SB11201220355209,20122,EK201830030891,20183
SB11201020353727,20102,EK201830030949,20183
SB11201220304842,20122,EK201830030973,20183
SB11201320107528,20132,EK201830030979,20183
SB11201320235242,20132,EK201830030986,20183
SB11201320175114,20132,EK201830030997,20183
SB11201320392513,20132,EK201830031028,20183
SB11201020286141,20102,EK201830031088,20183
SB1120012147691058,20012,EK201830031111,20183
SB112009210579671,20092,EK201830031118,20183
SB11201120283242,20112,EK201830031127,20183
SB11201320209064,20132,EK201830031129,20183
SB1120052647725170,20052,EK201830031139,20183
SB11201320182940,20132,EK201830031146,20183
SB11201420091764,20142,EK201830031151,20183
SB11201310036136,20131,EK201830031158,20183
SB11201120282644,20112,EK201830031164,20183
SB11201320037400,20132,EK201830031216,20183
SB11201320264186,20132,EK201830031221,20183
SB11201320185452,20132,EK201830031263,20183
SB11201420235672,20142,EK201830031272,20183
SB11201420163953,20142,EK201830031295,20183
SB11201420090895,20142,EK201830031305,20183
SB11201220324617,20122,EK201830031492,20183
SB11201220467077,20122,EK201830034451,20183
SB11201320415074,20132,EK201830034999,20183
SB11201210054768,20121,EK201830035056,20183
SB11201320081565,20132,EK201830035129,20183
SB11201220362794,20122,EK201830035152,20183
SB11201320045884,20132,EK201830035178,20183
SB11201320046433,20132,EK201830035182,20183
SB11201320220075,20132,EK201830035238,20183
SB11201320319616,20132,EK201830035287,20183
SB11201320410330,20132,EK201830035288,20183
SB11201320145073,20132,EK201830035289,20183
SB11201320021850,20132,EK201830035290,20183
SB11201320259231,20132,EK201830035292,20183
SB11201320431651,20132,EK201830035293,20183
SB11201320542660,20132,EK201830035295,20183
SB11201220093075,20122,EK201830035296,20183
SB11201320444370,20132,EK201830035297,20183
SB11201320000037,20132,EK201830035298,20183
SB11201110029960,20111,EK201830035299,20183
SB11201320223576,20132,EK201830035300,20183
SB11201410014990,20141,EK201830035301,20183
SB11201220319514,20122,EK201830035302,20183
SB11201120331896,20112,EK201830035304,20183
SB11201210060051,20121,EK201830035305,20183
SB112009207996505,20092,EK201830035306,20183
SB11201310009744,20131,EK201830035307,20183
SB11201410018159,20141,EK201830035308,20183
SB11201320298121,20132,EK201830035309,20183
SB11201020014096,20102,EK201830035310,20183
SB11201220064541,20122,EK201830035311,20183
SB11201320564660,20132,EK201830035312,20183
SB11201020336194,20102,EK201830035313,20183
SB11201320223589,20132,EK201830035314,20183
SB11201320410342,20132,EK201830035315,20183
SB11201320076368,20132,EK201830035317,20183
SB11201310027714,20131,EK201830035318,20183
SB11201220344050,20122,EK201830035319,20183
SB11201420008491,20142,EK201830035320,20183
SB11201320009275,20132,EK201830035321,20183
SB11201320026340,20132,EK201830035322,20183
SB11201410004184,20141,EK201830035323,20183
SB11201420092830,20142,EK201830035325,20183
SB11201320022091,20132,EK201830035326,20183
SB11201320319850,20132,EK201830035328,20183
SB11201320240143,20132,EK201830035329,20183
SB11201320473710,20132,EK201830035330,20183
SB11201220568836,20122,EK201830035336,20183
SB11201320030242,20132,EK201830035394,20183
SB1120052112869344,20052,EK201830035473,20183
SB11201320012803,20132,EK201830035587,20183
SB11201410000271,20141,EK201830035588,20183
SB11201320197991,20132,EK201830035589,20183
SB11201320027920,20132,EK201830035590,20183
SB11201320154320,20132,EK201830035591,20183
SB11201320048761,20132,EK201830035592,20183
SB11201320250264,20132,EK201830035593,20183
SB11201410030679,20141,EK201830035594,20183
SB11201220250182,20122,EK201830035595,20183
SB11201310005113,20131,EK201830035596,20183
SB11201320222042,20132,EK201830035597,20183
SB11201220523157,20122,EK201830035599,20183
SB11201320086845,20132,EK201830035600,20183
SB11201320098382,20132,EK201830035601,20183
SB11201410010966,20141,EK201830035602,20183
SB11201320086849,20132,EK201830035603,20183
SB11201410008637,20141,EK201830035604,20183
SB11201410014959,20141,EK201830035605,20183
SB11201420075881,20142,EK201830035606,20183
SB11201320025459,20132,EK201830035607,20183
SB11201320024437,20132,EK201830035608,20183
SB11201220331817,20122,EK201830035609,20183
SB11201320223435,20132,EK201830035610,20183
SB11201320280847,20132,EK201830035612,20183
SB11201320092900,20132,EK201830035613,20183
SB11201320021433,20132,EK201830035614,20183
SB11201220406774,20122,EK201830035615,20183
SB11201320243021,20132,EK201830035616,20183
SB11201320208254,20132,EK201830035617,20183
SB11201320558430,20132,EK201830035618,20183
SB11201320212151,20132,EK201830035619,20183
SB11201220313322,20122,EK201830035620,20183
SB11201210071503,20121,EK201830035621,20183
SB11201220096802,20122,EK201830035622,20183
SB11201220391393,20122,EK201830035623,20183
SB11201220438271,20122,EK201830035624,20183
SB11201310078485,20131,EK201830035625,20183
SB11201310023154,20131,EK201830036017,20183
SB11201220506402,20122,EK201830036060,20183
SB11201320431878,20132,EK201830036119,20183
SB11201210056780,20121,EK201830036154,20183
SB11201310000938,20131,EK201830036558,20183
SB11201320245803,20132,EK201830036591,20183
SB11201220321732,20122,EK201830036648,20183
SB11201420514829,20142,EK201830036770,20183
SB11201020320076,20102,EK201830036842,20183
SB11201320427986,20132,EK201830036883,20183
SB11201320091210,20132,EK201830036997,20183
SB11201310004899,20131,EK201830037324,20183
SB11201020065722,20102,EK201830037367,20183
SB11201120402031,20112,EK201830037899,20183
SB11201110042989,20111,EK201830037900,20183
SB11201020254879,20102,EK201830037901,20183
SB11201120335742,20112,EK201830037902,20183
SB11201410015489,20141,EK201830037903,20183
SB1120061036436444,20061,EK201830037904,20183
SB11201320028117,20132,EK201830037905,20183
SB11201220523663,20122,EK201830037906,20183
SB11201120177239,20112,EK201830037907,20183
SB11201320492727,20132,EK201830037909,20183
SB11201020215457,20102,EK201830037910,20183
SB11201320478246,20132,EK201830037911,20183
SB11201020238067,20102,EK201830037912,20183
SB11201120281850,20112,EK201830037913,20183
SB11201320528300,20132,EK201830037914,20183
SB11201020179038,20102,EK201830037917,20183
SB11201220218353,20122,EK201830037918,20183
SB11201220573491,20122,EK201830037919,20183
SB11201320162291,20132,EK201830037920,20183
SB11201220500504,20122,EK201830037921,20183
SB11201220425071,20122,EK201830037922,20183
SB11201220430636,20122,EK201830037923,20183
SB11201020177465,20102,EK201830037924,20183
SB11201320175566,20132,EK201830037925,20183
SB11201120247764,20112,EK201830037926,20183
SB11201410002605,20141,EK201830038169,20183
SB11201120352862,20112,EK201830038170,20183
SB11201120368143,20112,EK201830038171,20183
SB11201320199314,20132,EK201830038173,20183
SB11201220302176,20122,EK201830038175,20183
SB11201420148543,20142,EK201830038178,20183
SB11201310007608,20131,EK201830038179,20183
SB11201220353350,20122,EK201830038180,20183
SB11201320161536,20132,EK201830038182,20183
SB11201220281592,20122,EK201830038183,20183
SB11201310074247,20131,EK201830038186,20183
SB11201320251941,20132,EK201830038187,20183
SB11201420111360,20142,EK201830038189,20183
SB11201320101783,20132,EK201830038190,20183
SB11201320073728,20132,EK201830038193,20183
SB11201720372346,20172,EK201830038194,20183
SB11201010070096,20101,EK201830038195,20183
SB11201320208310,20132,EK201830038197,20183
SB11201120330702,20112,EK201830038201,20183
SB11201110006985,20111,EK201830038202,20183
SB11201320177857,20132,EK201830038203,20183
SB11201320022331,20132,EK201830038204,20183
SB11201220337203,20122,EK201830038205,20183
SB11201320253898,20132,EK201830038207,20183
SB11201420235604,20142,EK201830038210,20183
SB11201420102446,20142,EK201830038211,20183
SB11201410065269,20141,EK201830038266,20183
SB11201410015029,20141,EK201830038338,20183
SB11201220343972,20122,EK201830038371,20183
SB11201210059017,20121,EK201830038393,20183
SB11201410002053,20141,EK201830038446,20183
SB11201120122613,20112,EK201830038478,20183
SB11201320023468,20132,EK201830038639,20183
SB11201320149816,20132,EK201830038640,20183
SB11201410023030,20141,EK201830038642,20183
SB11201320067095,20132,EK201830038643,20183
SB11201410015057,20141,EK201830038644,20183
SB11201320298076,20132,EK201830038646,20183
SB11201320195706,20132,EK201830038648,20183
SB11201220491951,20122,EK201830038650,20183
SB11201320470831,20132,EK201830038651,20183
SB11201320059756,20132,EK201830038653,20183
SB11201310045449,20131,EK201830038654,20183
SB11201310011925,20131,EK201830038656,20183
SB11201410018154,20141,EK201830038660,20183
SB11201320223472,20132,EK201830038661,20183
SB11201320513081,20132,EK201830038662,20183
SB11201310023944,20131,EK201830038663,20183
SB11201410015034,20141,EK201830038664,20183
SB11201320297854,20132,EK201830038665,20183
SB11201220336636,20122,EK201830038666,20183
SB11201320293905,20132,EK201830038667,20183
SB11201420316986,20142,EK201830038669,20183
SB11201420528639,20142,EK201830038670,20183
SB11201320023834,20132,EK201830038671,20183
SB11201420073077,20142,EK201830038672,20183
SB11201420243711,20142,EK201830038673,20183
SB11201220337204,20122,EK201830038674,20183
SB11201220341154,20122,EK201830038675,20183
SB11201320320489,20132,EK201830038676,20183
SB11201320270950,20132,EK201830038677,20183
SB11201320189570,20132,EK201830038678,20183
SB11201220360339,20122,EK201830038679,20183
SB1120072093219416,20072,EK201830038893,20183
SB1120072359088233,20072,EK201830038923,20183
SB11201320089640,20132,EK201830039282,20183
SB1120092344660698,20092,EK201830039326,20183
SB11201020323346,20102,EK201830039353,20183
SB11201120169641,20112,EK201830039381,20183
SB11201120284577,20112,EK201830039410,20183
SB11201310079335,20131,EK201830039433,20183
SB11201320112863,20132,EK201830039447,20183
SB1120051052088218,20051,EK201830039486,20183
SB11201120301105,20112,EK201830039519,20183
SB11201120404952,20112,EK201830039541,20183
SB11201420487591,20142,EK201830039571,20183
SB1120092017902840,20092,EK201830039766,20183
SB1120092247034218,20092,EK201830039823,20183
SB112005264064902,20052,EK201830040009,20183
SB11201020475302,20102,EK201830040035,20183
SB11201220351554,20122,EK201830040060,20183
SB1120092236904916,20092,EK201830040093,20183
SB11201020363275,20102,EK201830040397,20183
SB11201120479491,20112,EK201830040429,20183
SB11201120205816,20112,EK201830040461,20183
SB11201320021770,20132,EK201830040514,20183
SB1120022147512817,20022,EK201830040848,20183
SB11201220281045,20122,EK201830040910,20183
SB1120082372458062,20082,EK201830040931,20183
SB11201120176653,20112,EK201830040976,20183
SB11201220306350,20122,EK201830041236,20183
SB11201220361880,20122,EK201830041522,20183
SB11201020402650,20102,EK201830041635,20183
